2027/9/1,2,30
2027/10/1,4,31
2027/11/1,0,30
2027/12/1,2,31
2028/1/1,5,31
2028/2/1,1,29
2028/3/1,2,31
2028/4/1,5,30
2028/5/1,0,31
2028/6/1,3,30
2028/7/1,5,31
2028/8/1,1,31
2028/9/1,4,30
2028/10/1,6,31
2028/11/1,2,30
2028/12/1,4,31
2029/1/1,0,31
2029/2/1,3,28
2029/3/1,3,31
2029/4/1,6,30
2029/5/1,1,31
2029/6/1,4,30
2029/7/1,6,31
2029/8/1,2,31
2029/9/1,5,30
2029/10/1,0,31
2029/11/1,3,30
2029/12/1,5,31
2030/1/1,1,31
2030/2/1,4,28
2030/3/1,4,31
2030/4/1,0,30
2030/5/1,2,31
2030/6/1,5,30
2030/7/1,0,31
2030/8/1,3,31
2030/9/1,6,30
2030/10/1,1,31
2030/11/1,4,30
2030/12/1,6,31
2031/1/1,2,31
2031/2/1,5,28
2031/3/1,5,31
2031/4/1,1,30
2031/5/1,3,31
2031/6/1,6,30
2031/7/1,1,31
2031/8/1,4,31
2031/9/1,0,30
2031/10/1,2,31
2031/11/1,5,30
2031/12/1,0,31
2032/1/1,3,31
2032/2/1,6,29
2032/3/1,0,31
2032/4/1,3,30
2032/5/1,5,31
2032/6/1,1,30
2032/7/1,3,31
2032/8/1,6,31
2032/9/1,2,30
2032/10/1,4,31
2032/11/1,0,30
2032/12/1,2,31
2033/1/1,5,31
2033/2/1,1,28
2033/3/1,1,31
2033/4/1,4,30
2033/5/1,6,31
2033/6/1,2,30
2033/7/1,4,31
2033/8/1,0,31
2033/9/1,3,30
2033/10/1,5,31
2033/11/1,1,30
2033/12/1,3,31
2034/1/1,6,31
2034/2/1,2,28
2034/3/1,2,31
2034/4/1,5,30
2034/5/1,0,31
2034/6/1,3,30
2034/7/1,5,31
2034/8/1,1,31
2034/9/1,4,30
2034/10/1,6,31
2034/11/1,2,30
2034/12/1,4,31
2035/1/1,0,31
2035/2/1,3,28
2035/3/1,3,31
2035/4/1,6,30
2035/5/1,1,31
2035/6/1,4,30
2035/7/1,6,31
2035/8/1,2,31
2035/9/1,5,30
2035/10/1,0,31
2035/11/1,3,30
2035/12/1,5,31
2036/1/1,1,31
2036/2/1,4,29
2036/3/1,5,31
2036/4/1,1,30
2036/5/1,3,31
2036/6/1,6,30
2036/7/1,1,31
2036/8/1,4,31
2036/9/1,0,30
2036/10/1,2,31
2036/11/1,5,30
2036/12/1,0,31
2037/1/1,3,31
2037/2/1,6,28
2037/3/1,6,31
2037/4/1,2,30
2037/5/1,4,31
2037/6/1,0,30
2037/7/1,2,31
2037/8/1,5,31
2037/9/1,1,30
2037/10/1,3,31
2037/11/1,6,30
2037/12/1,1,31
2038/1/1,4,31
2038/2/1,0,28
2038/3/1,0,31
2038/4/1,3,30
2038/5/1,5,31
2038/6/1,1,30
2038/7/1,3,31
2038/8/1,6,31
2038/9/1,2,30
2038/10/1,4,31
2038/11/1,0,30
2038/12/1,2,31
2039/1/1,5,31
2039/2/1,1,28
2039/3/1,1,31
2039/4/1,4,30
2039/5/1,6,31
2039/6/1,2,30
2039/7/1,4,31
2039/8/1,0,31
2039/9/1,3,30
2039/10/1,5,31
2039/11/1,1,30
2039/12/1,3,31
2040/1/1,6,31
2040/2/1,2,29
2040/3/1,3,31
2040/4/1,6,30
2040/5/1,1,31
2040/6/1,4,30
2040/7/1,6,31
2040/8/1,2,31
2040/9/1,5,30
2040/10/1,0,31
2040/11/1,3,30
2040/12/1,5,31
2041/1/1,1,31
2041/2/1,4,28
2041/3/1,4,31
2041/4/1,0,30
2041/5/1,2,31
2041/6/1,5,30
2041/7/1,0,31
2041/8/1,3,31
2041/9/1,6,30
2041/10/1,1,31
2041/11/1,4,30
2041/12/1,6,31
2042/1/1,2,31
2042/2/1,5,28
2042/3/1,5,31
2042/4/1,1,30
2042/5/1,3,31
2042/6/1,6,30
2042/7/1,1,31
2042/8/1,4,31
2042/9/1,0,30
2042/10/1,2,31
2042/11/1,5,30
2042/12/1,0,31
2043/1/1,3,31
2043/2/1,6,28
2043/3/1,6,31
2043/4/1,2,30
2043/5/1,4,31
2043/6/1,0,30
2043/7/1,2,31
2043/8/1,5,31
2043/9/1,1,30
2043/10/1,3,31
2043/11/1,6,30
2043/12/1,1,31
2044/1/1,4,31
2044/2/1,0,29
2044/3/1,1,31
2044/4/1,4,30
2044/5/1,6,31
2044/6/1,2,30
2044/7/1,4,31
2044/8/1,0,31
2044/9/1,3,30
2044/10/1,5,31
2044/11/1,1,30
2044/12/1,3,31
2045/1/1,6,31
2045/2/1,2,28
2045/3/1,2,31
2045/4/1,5,30
2045/5/1,0,31
2045/6/1,3,30
2045/7/1,5,31
2045/8/1,1,31
2045/9/1,4,30
2045/10/1,6,31
2045/11/1,2,30
2045/12/1,4,31
2046/1/1,0,31
2046/2/1,3,28
2046/3/1,3,31
2046/4/1,6,30
2046/5/1,1,31
2046/6/1,4,30
2046/7/1,6,31
2046/8/1,2,31
2046/9/1,5,30
2046/10/1,0,31
2046/11/1,3,30
2046/12/1,5,31
2047/1/1,1,31
2047/2/1,4,28
2047/3/1,4,31
2047/4/1,0,30
2047/5/1,2,31
2047/6/1,5,30
2047/7/1,0,31
2047/8/1,3,31
2047/9/1,6,30
2047/10/1,1,31
2047/11/1,4,30
2047/12/1,6,31
2048/1/1,2,31
2048/2/1,5,29
2048/3/1,6,31
2048/4/1,2,30
2048/5/1,4,31
2048/6/1,0,30
2048/7/1,2,31
2048/8/1,5,31
2048/9/1,1,30
2048/10/1,3,31
2048/11/1,6,30
2048/12/1,1,31
2049/1/1,4,31
2049/2/1,0,28
2049/3/1,0,31
2049/4/1,3,30
2049/5/1,5,31
2049/6/1,1,30
2049/7/1,3,31
2049/8/1,6,31
2049/9/1,2,30
2049/10/1,4,31
2049/11/1,0,30
2049/12/1,2,31
2050/1/1,5,31
2050/2/1,1,28
2050/3/1,1,31
2050/4/1,4,30
2050/5/1,6,31
2050/6/1,2,30
2050/7/1,4,31
2050/8/1,0,31
2050/9/1,3,30
2050/10/1,5,31
2050/11/1,1,30
2050/12/1,3,31
2051/1/1,6,31
2051/2/1,2,28
2051/3/1,2,31
2051/4/1,5,30
2051/5/1,0,31
2051/6/1,3,30
2051/7/1,5,31
2051/8/1,1,31
2051/9/1,4,30
2051/10/1,6,31
2051/11/1,2,30
2051/12/1,4,31
2052/1/1,0,31
2052/2/1,3,29
2052/3/1,4,31
2052/4/1,0,30
2052/5/1,2,31
2052/6/1,5,30
2052/7/1,0,31
2052/8/1,3,31
2052/9/1,6,30
2052/10/1,1,31
2052/11/1,4,30
2052/12/1,6,31
2053/1/1,2,31
2053/2/1,5,28
2053/3/1,5,31
2053/4/1,1,30
2053/5/1,3,31
2053/6/1,6,30
2053/7/1,1,31
2053/8/1,4,31
2053/9/1,0,30
2053/10/1,2,31
2053/11/1,5,30
2053/12/1,0,31
2054/1/1,3,31
2054/2/1,6,28
2054/3/1,6,31
2054/4/1,2,30
2054/5/1,4,31
2054/6/1,0,30
2054/7/1,2,31
2054/8/1,5,31
2054/9/1,1,30
2054/10/1,3,31
2054/11/1,6,30
2054/12/1,1,31
2055/1/1,4,31
2055/2/1,0,28
2055/3/1,0,31
2055/4/1,3,30
2055/5/1,5,31
2055/6/1,1,30
2055/7/1,3,31
2055/8/1,6,31
2055/9/1,2,30
2055/10/1,4,31
2055/11/1,0,30
2055/12/1,2,31
2056/1/1,5,31
2056/2/1,1,29
2056/3/1,2,31
2056/4/1,5,30
2056/5/1,0,31
2056/6/1,3,30
2056/7/1,5,31
2056/8/1,1,31
2056/9/1,4,30
2056/10/1,6,31
2056/11/1,2,30
2056/12/1,4,31
2057/1/1,0,31
2057/2/1,3,28
2057/3/1,3,31
2057/4/1,6,30
2057/5/1,1,31
2057/6/1,4,30
2057/7/1,6,31
2057/8/1,2,31
2057/9/1,5,30
2057/10/1,0,31
2057/11/1,3,30
2057/12/1,5,31
2058/1/1,1,31
2058/2/1,4,28
2058/3/1,4,31
2058/4/1,0,30
2058/5/1,2,31
2058/6/1,5,30
2058/7/1,0,31
2058/8/1,3,31
2058/9/1,6,30
2058/10/1,1,31
2058/11/1,4,30
2058/12/1,6,31
2059/1/1,2,31
2059/2/1,5,28
2059/3/1,5,31
2059/4/1,1,30
2059/5/1,3,31
2059/6/1,6,30
2059/7/1,1,31
2059/8/1,4,31
2059/9/1,0,30
2059/10/1,2,31
2059/11/1,5,30
2059/12/1,0,31
2060/1/1,3,31
2060/2/1,6,29
2060/3/1,0,31
2060/4/1,3,30
2060/5/1,5,31
2060/6/1,1,30
2060/7/1,3,31
2060/8/1,6,31
2060/9/1,2,30
2060/10/1,4,31
2060/11/1,0,30
2060/12/1,2,31
2061/1/1,5,31
2061/2/1,1,28
2061/3/1,1,31
2061/4/1,4,30
2061/5/1,6,31
2061/6/1,2,30
2061/7/1,4,31
2061/8/1,0,31
2061/9/1,3,30
2061/10/1,5,31
2061/11/1,1,30
2061/12/1,3,31
2062/1/1,6,31
2062/2/1,2,28
2062/3/1,2,31
2062/4/1,5,30
2062/5/1,0,31
2062/6/1,3,30
2062/7/1,5,31
2062/8/1,1,31
2062/9/1,4,30
2062/10/1,6,31
2062/11/1,2,30
2062/12/1,4,31
2063/1/1,0,31
2063/2/1,3,28
2063/3/1,3,31
2063/4/1,6,30
2063/5/1,1,31
2063/6/1,4,30
2063/7/1,6,31
2063/8/1,2,31
2063/9/1,5,30
2063/10/1,0,31
2063/11/1,3,30
2063/12/1,5,31
2064/1/1,1,31
2064/2/1,4,29
2064/3/1,5,31
2064/4/1,1,30
2064/5/1,3,31
2064/6/1,6,30
2064/7/1,1,31
2064/8/1,4,31
2064/9/1,0,30
2064/10/1,2,31
2064/11/1,5,30
2064/12/1,0,31
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
